199602040004,0,0,0,NA,Bangladesh Nationalist Party (BNP),Firearms
199602040005,0,1,0,NA,Unknown,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
199602040006,0,0,1,NA,Unknown,Melee
199602050001,0,1,NA,NA,Unknown,Melee
199602050002,0,5,22,NA,Unknown,Explosives
199602050003,0,0,31,NA,Opposition Group,Unknown
199602050004,0,1,0,NA,Unknown,Firearms
199602050005,0,0,0,NA,Unknown,Explosives
199602050006,0,1,0,NA,Awami League,Firearms
199602050007,0,0,0,NA,National Liberation Army of Colombia (ELN),Unknown
199602050008,0,1,1,NA,Unknown,Firearms
199602060001,0,0,0,NA,Unknown,Explosives
199602060002,0,1,0,NA,Basque Fatherland and Freedom (ETA),Firearms
199602060003,0,2,6,NA,Al-Gama'at al-Islamiyya (IG),Firearms
199602070001,0,4,1,NA,Unknown,Firearms
199602070002,0,0,30,NA,Opposition Group,Unknown
199602070003,0,0,30,NA,Opposition Group,Unknown
199602070004,0,0,30,NA,Opposition Group,Unknown
199602070005,0,0,0,NA,Opposition Group,Unknown
199602070006,0,0,0,NA,Opposition Group,Incendiary
199602070007,0,0,0,NA,Opposition Group,Incendiary
199602070008,0,0,0,NA,Opposition Group,Incendiary
199602070009,0,0,0,NA,Opposition Group,Incendiary
199602070010,0,0,0,NA,Opposition Group,Unknown
199602070011,0,0,0,NA,National Liberation Army of Colombia (ELN),Explosives
199602080001,0,15,5,NA,Shining Path (SL),Explosives
199602080003,0,0,0,NA,Colombian Guerrillas,Unknown
199602080005,0,1,0,NA,Opposition Group,Incendiary
199602080006,0,1,0,NA,Unknown,Firearms
199602080007,0,0,0,NA,Opposition Group,Unknown
199602080057,0,1,0,NA,Unknown,Firearms
199602080058,0,0,1,NA,Unknown,Firearms
199602080059,0,0,0,NA,Unknown,Explosives
199602080060,0,3,0,NA,Unknown,Firearms
199602090001,0,0,0,NA,Unknown,Explosives
199602090003,0,1,0,NA,Unknown,Melee
199602090004,0,2,100,NA,Irish Republican Army (IRA),Explosives
199602090005,0,2,5,NA,Revolutionary Armed Forces of Colombia (FARC),Unknown
199602100001,0,0,1,NA,Hezbollah,Explosives
199602100002,0,1,0,NA,Hamas (Islamic Resistance Movement),Firearms
199602100003,0,0,0,NA,Unknown,Firearms
199602100004,0,1,0,NA,Unknown,Firearms
199602100005,0,0,0,NA,Unknown,Unknown
199602100006,0,2,0,NA,Muslims,Melee
199602100007,0,0,0,NA,Unknown,Explosives
199602110001,0,0,0,NA,Kosovo Liberation Army (KLA),Explosives
199602110002,0,0,3,NA,Unknown,Explosives
199602110003,0,3,0,NA,Liberation Tigers of Tamil Eelam (LTTE),Firearms
199602110004,0,22,0,NA,Unknown,Firearms
199602110005,0,2,40,NA,Unknown,Explosives
199602110006,0,18,52,NA,Unknown,Explosives
199602110007,0,0,0,NA,Unknown,Incendiary
199602110008,0,0,4,NA,Islamic Front for the Liberation of Bahrain,Explosives
199602110009,0,2,0,NA,Shanti Bahini - Peace Force,Unknown
199602120001,0,0,0,NA,Unknown,Unknown
199602120002,0,1,0,NA,Unknown,Firearms
199602120003,0,1,0,NA,Unknown,Firearms
199602120004,0,1,0,NA,Unknown,Firearms
199602120005,0,1,NA,NA,Unknown,Firearms
199602120006,0,0,1,NA,Unknown,Firearms
199602120007,0,0,0,NA,Unknown,Explosives
199602130001,0,0,0,NA,Opposition Group,Incendiary
199602130002,0,0,5,NA,Unknown,Explosives
199602130003,0,11,0,NA,Separatists,Explosives
199602140001,0,1,0,NA,Unknown,Firearms
199602140002,0,1,0,NA,Unknown,Firearms
199602140003,0,1,0,NA,Unknown,Firearms
199602140004,0,NA,4,NA,Unknown,Explosives
199602140005,0,1,0,NA,Basque Fatherland and Freedom (ETA),Firearms
199602140006,0,12,0,NA,Lord's Resistance Army (LRA),Firearms
199602140007,0,0,0,NA,Unknown,Explosives
